state,date,total_cases,deaths
BA,2022-07-12,1616782,30098
CE,2022-07-12,1281940,27309
DF,2022-07-12,820584,11797
ES,2022-07-12,1164470,14577
GO,2022-07-12,1560170,27026
MA,2022-07-12,448582,10908
MG,2022-07-12,3715906,62415
MS,2022-07-12,556240,10663
MT,2022-07-12,781810,14769
PA,2022-07-12,788901,18483
PB,2022-07-12,630790,10295
PE,2022-07-12,1002825,21933
PI,2022-07-12,377482,7800
PR,2022-07-12,2654418,44073
RJ,2022-07-12,2395359,74337
RN,2022-07-12,536965,8295
RO,2022-07-12,429208,7264
RR,2022-07-12,167401,2154
RS,2022-07-12,2585328,40209
SC,2022-07-12,1812370,22120
SE,2022-07-12,335387,6374
SP,2022-07-12,5808459,171695
TO,2022-07-12,330486,4171
TOTAL,2022-07-12,33004555,674102
AC,2022-07-13,132179,2008
AL,2022-07-13,313447,7000
AM,2022-07-13,592906,14191
AP,2022-07-13,167600,2148
BA,2022-07-13,1621424,30111
CE,2022-07-13,1283560,27328
DF,2022-07-13,821763,11799
ES,2022-07-13,1168596,14579
GO,2022-07-13,1565865,27031
MA,2022-07-13,449460,10909
MG,2022-07-13,3725061,62464
MS,2022-07-13,556644,10663
MT,2022-07-13,785534,14780
PA,2022-07-13,790267,18486
PB,2022-07-13,633330,10297
PE,2022-07-13,1005264,21940
PI,2022-07-13,378146,7806
PR,2022-07-13,2656983,44129
RJ,2022-07-13,2403404,74408
RN,2022-07-13,538007,8299
RO,2022-07-13,430449,7266
RR,2022-07-13,167972,2154
RS,2022-07-13,2589893,40235
SC,2022-07-13,1814679,22127
SE,2022-07-13,335764,6376
SP,2022-07-13,5817223,171777
TO,2022-07-13,331359,4171
TOTAL,2022-07-13,33076779,674482
AC,2022-07-14,132908,2008
AL,2022-07-14,313946,7005
AM,2022-07-14,594134,14191
AP,2022-07-14,168489,2148
BA,2022-07-14,1626031,30139
CE,2022-07-14,1285006,27332
DF,2022-07-14,822798,11802
ES,2022-07-14,1171741,14585
GO,2022-07-14,1571939,27053
MA,2022-07-14,450515,10913
MG,2022-07-14,3733851,62505
MS,2022-07-14,557583,10663
MT,2022-07-14,788262,14790
PA,2022-07-14,791861,18487
PB,2022-07-14,633720,10301
PE,2022-07-14,1007967,21946
PI,2022-07-14,379117,7815
PR,2022-07-14,2660060,44163
RJ,2022-07-14,2407766,74422
RN,2022-07-14,539105,8303
RO,2022-07-14,431806,7268
RR,2022-07-14,168498,2154
RS,2022-07-14,2593648,40250
SC,2022-07-14,1816930,22134
SE,2022-07-14,336362,6379
SP,2022-07-14,5825833,171851
TO,2022-07-14,332282,4172
TOTAL,2022-07-14,33142158,674779
AC,2022-07-15,133888,2009
AL,2022-07-15,314474,7010
AM,2022-07-15,595152,14194
AP,2022-07-15,169426,2149
BA,2022-07-15,1629847,30160
CE,2022-07-15,1334138,27332
DF,2022-07-15,824297,11803
ES,2022-07-15,1176532,14594
GO,2022-07-15,1576580,27065
MA,2022-07-15,451368,10917
MG,2022-07-15,3743193,62541
MS,2022-07-15,557902,10663
MT,2022-07-15,790641,14795
PA,2022-07-15,793142,18490
PB,2022-07-15,634968,10307
PE,2022-07-15,1010011,21953
PI,2022-07-15,379879,7818
PR,2022-07-15,2662798,44176
RJ,2022-07-15,2411840,74461
RN,2022-07-15,539920,8305
RO,2022-07-15,432931,7273
RR,2022-07-15,169038,2154
RS,2022-07-15,2595632,40264
SC,2022-07-15,1819059,22144
SE,2022-07-15,336799,6382
SP,2022-07-15,5833620,171959
TO,2022-07-15,333042,4172
TOTAL,2022-07-15,33250117,675090
AC,2022-07-16,134866,2009
AL,2022-07-16,314730,7013
AM,2022-07-16,596049,14195
AP,2022-07-16,170179,2149
BA,2022-07-16,1633038,30178
CE,2022-07-16,1338311,27339
DF,2022-07-16,824297,11803
ES,2022-07-16,1178830,14598
GO,2022-07-16,1578572,27067
MA,2022-07-16,451368,10917
MG,2022-07-16,3743193,62541
MS,2022-07-16,558149,10663
MT,2022-07-16,790641,14795
PA,2022-07-16,794401,18491
PB,2022-07-16,636199,10308
PE,2022-07-16,1012127,21960
PI,2022-07-16,380394,7826
PR,2022-07-16,2665907,44216
RJ,2022-07-16,2411840,74461
RN,2022-07-16,540740,8306
RO,2022-07-16,433476,7273
RR,2022-07-16,169038,2154
RS,2022-07-16,2601241,40286
SC,2022-07-16,1821434,22144
SE,2022-07-16,337201,6384
SP,2022-07-16,5841003,172047
TO,2022-07-16,333042,4172
TOTAL,2022-07-16,33290266,675295
AC,2022-07-17,134866,2009
AL,2022-07-17,315288,7016
AM,2022-07-17,596365,14196
AP,2022-07-17,170497,2149
BA,2022-07-17,1633447,30185
CE,2022-07-17,1338834,27341
DF,2022-07-17,824297,11803
ES,2022-07-17,1180270,14604
GO,2022-07-17,1578572,27068
MA,2022-07-17,451368,10917
MG,2022-07-17,3743193,62541
MS,2022-07-17,559092,10663
MT,2022-07-17,790641,14795
PA,2022-07-17,794543,18493
PB,2022-07-17,637096,10309
PE,2022-07-17,1012609,21965
PI,2022-07-17,380468,7828
PR,2022-07-17,2666774,44219
RJ,2022-07-17,2411840,74461
RN,2022-07-17,540891,8310
RO,2022-07-17,433789,7273
RR,2022-07-17,169038,2154
RS,2022-07-17,2602241,40291
SC,2022-07-17,1821803,22144
SE,2022-07-17,337684,6387
SP,2022-07-17,5842570,172057
TO,2022-07-17,333042,4172
TOTAL,2022-07-17,33301118,675350
AC,2022-07-18,135390,2009
AL,2022-07-18,315393,7021
AM,2022-07-18,596644,14199
AP,2022-07-18,171171,2149
BA,2022-07-18,1633702,30197
CE,2022-07-18,1339081,27342
DF,2022-07-18,825222,11806
ES,2022-07-18,1181483,14605
GO,2022-07-18,1583685,27071
MA,2022-07-18,452549,10918
MG,2022-07-18,3757014,62567
MS,2022-07-18,559403,10663
MT,2022-07-18,793883,14817
PA,2022-07-18,794688,18495
PB,2022-07-18,637277,10317
PE,2022-07-18,1012972,21970
PI,2022-07-18,380536,7831
PR,2022-07-18,2667848,44220
RJ,2022-07-18,2416488,74489
RN,2022-07-18,540988,8320
RO,2022-07-18,434713,7276
RR,2022-07-18,169512,2154
RS,2022-07-18,2602933,40293
SC,2022-07-18,1822123,22150
SE,2022-07-18,337959,6389
SP,2022-07-18,5843458,172074
TO,2022-07-18,333700,4176
TOTAL,2022-07-18,33339815,675518
AC,2022-07-19,136628,2009
AL,2022-07-19,315701,7029
AM,2022-07-19,597920,14199
AP,2022-07-19,172041,2149
BA,2022-07-19,1637088,30210
CE,2022-07-19,1341996,27345
DF,2022-07-19,825960,11809
ES,2022-07-19,1185028,14617
GO,2022-07-19,1585532,27089
MA,2022-07-19,453801,10919
MG,2022-07-19,3764256,62606
MS,2022-07-19,559725,10681
MT,2022-07-19,796461,14821
PA,2022-07-19,796170,18499
PB,2022-07-19,637372,10319
PE,2022-07-19,1014752,21978
PI,2022-07-19,381259,7838
PR,2022-07-19,2670311,44247
RJ,2022-07-19,2420477,74518
RN,2022-07-19,541829,8325
RO,2022-07-19,436546,7278
RR,2022-07-19,170039,2155
RS,2022-07-19,2607130,40318
SC,2022-07-19,1824052,22160
SE,2022-07-19,338392,6392
SP,2022-07-19,5852960,172185
TO,2022-07-19,334388,4176
TOTAL,2022-07-19,33397814,675871
AC,2022-07-20,137490,2010
AL,2022-07-20,315974,7034
AM,2022-07-20,598967,14202
AP,2022-07-20,172766,2149
BA,2022-07-20,1640718,30225
CE,2022-07-20,1344786,27359
DF,2022-07-20,826655,11811
ES,2022-07-20,1188301,14625
GO,2022-07-20,1587584,27095
MA,2022-07-20,454626,10921
MG,2022-07-20,3772308,62652
MS,2022-07-20,560732,10681
MT,2022-07-20,798535,14826
PA,2022-07-20,797701,18500
PB,2022-07-20,638525,10325
PE,2022-07-20,1016887,21984
PI,2022-07-20,381975,7843
PR,2022-07-20,2672737,44300
RJ,2022-07-20,2424146,74554
RN,2022-07-20,542643,8326
RO,2022-07-20,437550,7280
RR,2022-07-20,170407,2158
RS,2022-07-20,2611177,40333
SC,2022-07-20,1825894,22172
SE,2022-07-20,338831,6395
SP,2022-07-20,5861263,172277
TO,2022-07-20,335116,4180
TOTAL,2022-07-20,33454294,676217
AC,2022-07-21,138275,2010
AL,2022-07-21,316116,7038
AM,2022-07-21,600048,14205
AP,2022-07-21,173413,2149
BA,2022-07-21,1643601,30233
CE,2022-07-21,1347702,27373
DF,2022-07-21,827166,11813
ES,2022-07-21,1189826,14627
GO,2022-07-21,1592088,27119
MA,2022-07-21,455318,10925
MG,2022-07-21,3780441,62687
MS,2022-07-21,561007,10681
MT,2022-07-21,800695,14828
PA,2022-07-21,799878,18502
PB,2022-07-21,639682,10329
PE,2022-07-21,1019012,21992
PI,2022-07-21,382579,7845
PR,2022-07-21,2675656,44324
RJ,2022-07-21,2427181,74586
RN,2022-07-21,542643,8326
RO,2022-07-21,437550,7280
RR,2022-07-21,170758,2158
RS,2022-07-21,2614684,40338
SC,2022-07-21,1827696,22176
SE,2022-07-21,339048,6396
SP,2022-07-21,5867871,172364
TO,2022-07-21,335793,4182
TOTAL,2022-07-21,33505727,676486
AC,2022-07-22,139173,2010
AL,2022-07-22,316568,7043
AM,2022-07-22,601034,14206
AP,2022-07-22,173935,2149
BA,2022-07-22,1646766,30248
CE,2022-07-22,1350130,27374
DF,2022-07-22,827865,11814
ES,2022-07-22,1192539,14645
GO,2022-07-22,1593203,27124
MA,2022-07-22,456035,10929
MG,2022-07-22,3785949,62721
MS,2022-07-22,561779,10681
MT,2022-07-22,802803,14834
PA,2022-07-22,801606,18505
PB,2022-07-22,640596,10333
PE,2022-07-22,1020755,21997
PI,2022-07-22,383112,7849
PR,2022-07-22,2678147,44355
RJ,2022-07-22,2430293,74596
RN,2022-07-22,544014,8332
RO,2022-07-22,439696,7284
RR,2022-07-22,171162,2158
RS,2022-07-22,2618655,40357
SC,2022-07-22,1829188,22182
SE,2022-07-22,339336,6399
SP,2022-07-22,5874616,172459
TO,2022-07-22,336571,4182
TOTAL,2022-07-22,33555526,676766
AC,2022-07-23,139173,2010
AL,2022-07-23,316847,7048
AM,2022-07-23,601757,14209
AP,2022-07-23,174359,2149
BA,2022-07-23,1648557,30266
CE,2022-07-23,1351919,27374
DF,2022-07-23,827865,11814
ES,2022-07-23,1193886,14649
GO,2022-07-23,1594371,27128
MA,2022-07-23,456035,10929
MG,2022-07-23,3785949,62721
MS,2022-07-23,562008,10681
MT,2022-07-23,802803,14834
PA,2022-07-23,802892,18511
PB,2022-07-23,641440,10335
PE,2022-07-23,1022090,22004
PI,2022-07-23,383617,7851
PR,2022-07-23,2680215,44370
RJ,2022-07-23,2430293,74596
RN,2022-07-23,544014,8332
RO,2022-07-23,440224,7286
RR,2022-07-23,171162,2158
RS,2022-07-23,2622443,40368
SC,2022-07-23,1830714,22184
SE,2022-07-23,339596,6402
SP,2022-07-23,5880733,172536
TO,2022-07-23,336571,4182
TOTAL,2022-07-23,33581533,676927
AC,2022-07-24,140043,2010
AL,2022-07-24,316904,7050
AM,2022-07-24,601964,14209
AP,2022-07-24,174514,2149
BA,2022-07-24,1649355,30273
CE,2022-07-24,1352377,27374
DF,2022-07-24,827865,11814
ES,2022-07-24,1194221,14651
GO,2022-07-24,1594455,27128
MA,2022-07-24,456035,10929
MG,2022-07-24,3785949,62721
MS,2022-07-24,562085,10681
MT,2022-07-24,802803,14834
PA,2022-07-24,803202,18512
PB,2022-07-24,642266,10339
PE,2022-07-24,1022582,22007
PI,2022-07-24,383672,7853
PR,2022-07-24,2681534,44370
RJ,2022-07-24,2430293,74596
RN,2022-07-24,544014,8332
RO,2022-07-24,440310,7287
RR,2022-07-24,171162,2158
RS,2022-07-24,2623532,40372
SC,2022-07-24,1831006,22185
SE,2022-07-24,339683,6404
SP,2022-07-24,5882959,172544
TO,2022-07-24,336571,4182
TOTAL,2022-07-24,33591356,676964
AC,2022-07-25,140424,2010
AL,2022-07-25,316939,7054
AM,2022-07-25,602283,14212
AP,2022-07-25,174912,2149
BA,2022-07-25,1649633,30282
CE,2022-07-25,1352597,27374
DF,2022-07-25,828581,11816
ES,2022-07-25,1195619,14666
GO,2022-07-25,1595135,27132
MA,2022-07-25,456838,10930
MG,2022-07-25,3798998,62755
MS,2022-07-25,562132,10681
MT,2022-07-25,805906,14845
PA,2022-07-25,803587,18515
PB,2022-07-25,642408,10342
PE,2022-07-25,1022722,22012
PI,2022-07-25,383777,7856
PR,2022-07-25,2682457,44370
RJ,2022-07-25,2434132,74654
RN,2022-07-25,544618,8337
RO,2022-07-25,440996,7291
RR,2022-07-25,171360,2158
RS,2022-07-25,2624124,40373
SC,2022-07-25,1831364,22186
SE,2022-07-25,339776,6406
SP,2022-07-25,5883611,172555
TO,2022-07-25,337036,4182
TOTAL,2022-07-25,33621965,677143
AC,2022-07-26,141151,2010
AL,2022-07-26,317083,7055
AM,2022-07-26,603079,14215
AP,2022-07-26,175292,2149
BA,2022-07-26,1651794,30301
CE,2022-07-26,1354988,27386
DF,2022-07-26,829079,11817
ES,2022-07-26,1197460,14676
GO,2022-07-26,1597110,27143
MA,2022-07-26,458027,10931
MG,2022-07-26,3801835,62793
MS,2022-07-26,562332,10707
MT,2022-07-26,807495,14851
PA,2022-07-26,805267,18521
PB,2022-07-26,642454,10345
PE,2022-07-26,1023771,22017
PI,2022-07-26,384199,7864
PR,2022-07-26,2684241,44398
RJ,2022-07-26,2436997,74693
RN,2022-07-26,545054,8342
RO,2022-07-26,441730,7292
RR,2022-07-26,171871,2158
RS,2022-07-26,2626051,40389
SC,2022-07-26,1833053,22196
SE,2022-07-26,340153,6408
SP,2022-07-26,5890763,172654
TO,2022-07-26,337550,4183
TOTAL,2022-07-26,33659879,677494
AC,2022-07-27,141924,2017
AL,2022-07-27,317434,7060
AM,2022-07-27,603716,14217
AP,2022-07-27,175682,2149
BA,2022-07-27,1654237,30326
CE,2022-07-27,1354988,27386
DF,2022-07-27,829549,11817
ES,2022-07-27,1199301,14680
GO,2022-07-27,1601178,27162
MA,2022-07-27,458942,10933
MG,2022-07-27,3805704,62838
MS,2022-07-27,563200,10707
MT,2022-07-27,809012,14854
PA,2022-07-27,806900,18527
PB,2022-07-27,643329,10349
PE,2022-07-27,1025052,22025
PI,2022-07-27,384687,7870
PR,2022-07-27,2686169,44411
RJ,2022-07-27,2440083,74742
RN,2022-07-27,545523,8347
RO,2022-07-27,442378,7293
RR,2022-07-27,172080,2158
RS,2022-07-27,2632447,40412
SC,2022-07-27,1834665,22203
SE,2022-07-27,340406,6410
SP,2022-07-27,5897859,172727
TO,2022-07-27,337948,4184
TOTAL,2022-07-27,33704393,677804
AC,2022-07-28,142751,2018
AL,2022-07-28,317538,7064
AM,2022-07-28,604468,14220
AP,2022-07-28,175956,2149
BA,2022-07-28,1656734,30336
CE,2022-07-28,1358854,27409
DF,2022-07-28,830084,11818
ES,2022-07-28,1200787,14683
GO,2022-07-28,1605642,27170
MA,2022-07-28,459652,10937
MG,2022-07-28,3809396,62866
MS,2022-07-28,563702,10707
MT,2022-07-28,810426,14859
PA,2022-07-28,806900,18527
PB,2022-07-28,644168,10349
PE,2022-07-28,1026901,22030
PI,2022-07-28,385385,7874
PR,2022-07-28,2688617,44414
RJ,2022-07-28,2442491,74758
RN,2022-07-28,546065,8380
RO,2022-07-28,443074,7295
RR,2022-07-28,172358,2158
RS,2022-07-28,2636801,40427
SC,2022-07-28,1836266,22210
SE,2022-07-28,340593,6411
SP,2022-07-28,5904845,172816
TO,2022-07-28,338531,4184
TOTAL,2022-07-28,33748985,678069
AC,2022-07-29,143181,2018
AL,2022-07-29,317703,7068
